unit_id,reaction_id,gene_id,uniprot,sequence_length,substrate_met_id,substrate_name,smiles,smiles_source
3201,r_3491,YDR367W,Q06346,221,s_0497,ceramide-3 (C26),CCCCCCCCCCCCCCCCCCCCCCCCC(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O,smilesDB
3201,r_3491,YKL004W,P36107,401,s_0497,ceramide-3 (C26),CCCCCCCCCCCCCCCCCCCCCCCCC(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O,smilesDB
3202,r_3492,YDR367W,Q06346,221,s_0500,ceramide-4 (C24),CCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O)O,smilesDB
3202,r_3492,YKL004W,P36107,401,s_0500,ceramide-4 (C24),CCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O)O,smilesDB
3203,r_3493,YDR367W,Q06346,221,s_0500,ceramide-4 (C24),CCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O)O,smilesDB
3203,r_3493,YKL004W,P36107,401,s_0500,ceramide-4 (C24),CCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O)O,smilesDB
3204,r_3494,YDR367W,Q06346,221,s_0500,ceramide-4 (C24),CCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O)O,smilesDB
3204,r_3494,YKL004W,P36107,401,s_0500,ceramide-4 (C24),CCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O)O,smilesDB
3205,r_3495,YDR367W,Q06346,221,s_0500,ceramide-4 (C24),CCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O)O,smilesDB
3205,r_3495,YKL004W,P36107,401,s_0500,ceramide-4 (C24),CCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O)O,smilesDB
3206,r_3496,YDR367W,Q06346,221,s_0500,ceramide-4 (C24),CCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O)O,smilesDB
3206,r_3496,YKL004W,P36107,401,s_0500,ceramide-4 (C24),CCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O)O,smilesDB
3207,r_3497,YDR367W,Q06346,221,s_0500,ceramide-4 (C24),CCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O)O,smilesDB
3207,r_3497,YKL004W,P36107,401,s_0500,ceramide-4 (C24),CCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O)O,smilesDB
3208,r_3498,YDR367W,Q06346,221,s_0500,ceramide-4 (C24),CCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O)O,smilesDB
3208,r_3498,YKL004W,P36107,401,s_0500,ceramide-4 (C24),CCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O)O,smilesDB
3209,r_3499,YDR367W,Q06346,221,s_0500,ceramide-4 (C24),CCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O)O,smilesDB
3209,r_3499,YKL004W,P36107,401,s_0500,ceramide-4 (C24),CCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O)O,smilesDB
3210,r_3500,YDR367W,Q06346,221,s_0503,ceramide-4 (C26),CCCCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O)O,smilesDB
3210,r_3500,YKL004W,P36107,401,s_0503,ceramide-4 (C26),CCCCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O)O,smilesDB
3211,r_3501,YDR367W,Q06346,221,s_0503,ceramide-4 (C26),CCCCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O)O,smilesDB
3211,r_3501,YKL004W,P36107,401,s_0503,ceramide-4 (C26),CCCCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O)O,smilesDB
3212,r_3502,YDR367W,Q06346,221,s_0503,ceramide-4 (C26),CCCCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O)O,smilesDB
3212,r_3502,YKL004W,P36107,401,s_0503,ceramide-4 (C26),CCCCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O)O,smilesDB
3213,r_3503,YDR367W,Q06346,221,s_0503,ceramide-4 (C26),CCCCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O)O,smilesDB
3213,r_3503,YKL004W,P36107,401,s_0503,ceramide-4 (C26),CCCCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O)O,smilesDB
3214,r_3504,YDR367W,Q06346,221,s_0503,ceramide-4 (C26),CCCCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O)O,smilesDB
3214,r_3504,YKL004W,P36107,401,s_0503,ceramide-4 (C26),CCCCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O)O,smilesDB
3215,r_3505,YDR367W,Q06346,221,s_0503,ceramide-4 (C26),CCCCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O)O,smilesDB
3215,r_3505,YKL004W,P36107,401,s_0503,ceramide-4 (C26),CCCCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O)O,smilesDB
3216,r_3506,YDR367W,Q06346,221,s_0503,ceramide-4 (C26),CCCCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O)O,smilesDB
3216,r_3506,YKL004W,P36107,401,s_0503,ceramide-4 (C26),CCCCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O)O,smilesDB
3217,r_3507,YDR367W,Q06346,221,s_0503,ceramide-4 (C26),CCCCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O)O,smilesDB
3217,r_3507,YKL004W,P36107,401,s_0503,ceramide-4 (C26),CCCCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O)O,smilesDB
3218,r_3526,YLL052C,P0CD90,149,s_0803,H2O,O,smilesDB
3219,r_3526,YPR192W,P0CD91,305,s_0803,H2O,O,smilesDB
3220,r_3545,YKR039W,P19145,602,s_1039,L-serine,C(C(C(=O)O)N)O,smilesDB
3221,r_3604,YLL052C,P0CD90,149,s_0803,H2O,O,smilesDB
3222,r_3604,YLL053C,P0CD98,152,s_0803,H2O,O,smilesDB
3223,r_3604,YPR192W,P0CD91,305,s_0803,H2O,O,smilesDB
3224,r_3605,YCR037C,P25360,923,s_1322,phosphate,[O-]P(=O)([O-])[O-],smilesDB
3225,r_3605,YJL198W,P39535,881,s_1322,phosphate,[O-]P(=O)([O-])[O-],smilesDB
3226,r_3605,YML123C,P25297,587,s_1322,phosphate,[O-]P(=O)([O-])[O-],smilesDB
3227,r_3606,YCR098C,P25346,518,s_1432,sn-glycero-3-phosphocholine,C[N+](C)(C)CCOP(=O)([O-])OCC(CO)O,smilesDB
3228,r_3607,YCR098C,P25346,518,s_3495,1-(sn-glycero-3-phospho)-1D-myo-inositol,C(C(COP(=O)(O)OC1C(C(C(C(C1O)O)O)O)O)O)O,smilesDB
3229,r_3649,YNR013C,P27514,894,s_1322,phosphate,[O-]P(=O)([O-])[O-],smilesDB
3230,r_3680,YHR002W,P38702,357,s_3321,coenzyme A,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,smilesDB
3233,r_3814,YIL048W,P40527,1151,s_3110,"phosphatidyl-L-serine (1-16:1, 2-16:1)",CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCCC/C=C\CCCCCC,metanetx
3234,r_3814,YMR162C,Q12674,1656,s_3110,"phosphatidyl-L-serine (1-16:1, 2-16:1)",CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCCC/C=C\CCCCCC,metanetx
3235,r_3815,YIL048W,P40527,1151,s_3111,"phosphatidyl-L-serine (1-18:0, 2-16:1)",CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC[C@H](N)C(=O)O,metanetx
3236,r_3815,YMR162C,Q12674,1656,s_3111,"phosphatidyl-L-serine (1-18:0, 2-16:1)",CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC[C@H](N)C(=O)O,metanetx
3237,r_3816,YIL048W,P40527,1151,s_3112,"phosphatidyl-L-serine (1-18:1, 2-16:1)",CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-],metanetx
3238,r_3816,YMR162C,Q12674,1656,s_3112,"phosphatidyl-L-serine (1-18:1, 2-16:1)",CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-],metanetx
3241,r_3818,YIL048W,P40527,1151,s_3114,"phosphatidyl-L-serine (1-16:1, 2-18:1)",CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCCC/C=C\CCCCCCCC,metanetx
3242,r_3818,YMR162C,Q12674,1656,s_3114,"phosphatidyl-L-serine (1-16:1, 2-18:1)",CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCCC/C=C\CCCCCCCC,metanetx
3243,r_3819,YIL048W,P40527,1151,s_3115,"phosphatidyl-L-serine (1-18:0, 2-18:1)",CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-],metanetx
3244,r_3819,YMR162C,Q12674,1656,s_3115,"phosphatidyl-L-serine (1-18:0, 2-18:1)",CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-],metanetx
3245,r_3820,YIL048W,P40527,1151,s_3116,"phosphatidyl-L-serine (1-18:1, 2-18:1)",CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-])OC(=O)CCCCCCC/C=C\CCCCCCCC,metanetx
3246,r_3820,YMR162C,Q12674,1656,s_3116,"phosphatidyl-L-serine (1-18:1, 2-18:1)",CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-])OC(=O)CCCCCCC/C=C\CCCCCCCC,metanetx
3250,r_3824,YAL026C,P39524,1355,s_3154,"phosphatidylethanolamine (1-18:1, 2-16:1)",CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[NH3+],metanetx
3258,r_3888,YAL026C,P39524,1355,s_3189,"phosphatidylethanolamine (1-18:1, 2-16:1)",CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[NH3+],metanetx
3264,r_3894,YIL048W,P40527,1151,s_3110,"phosphatidyl-L-serine (1-16:1, 2-16:1)",CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCCC/C=C\CCCCCC,metanetx
3265,r_3895,YIL048W,P40527,1151,s_3111,"phosphatidyl-L-serine (1-18:0, 2-16:1)",CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC[C@H](N)C(=O)O,metanetx
3266,r_3896,YIL048W,P40527,1151,s_3112,"phosphatidyl-L-serine (1-18:1, 2-16:1)",CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-],metanetx
3268,r_3898,YIL048W,P40527,1151,s_3114,"phosphatidyl-L-serine (1-16:1, 2-18:1)",CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCCC/C=C\CCCCCCCC,metanetx
3269,r_3899,YIL048W,P40527,1151,s_3115,"phosphatidyl-L-serine (1-18:0, 2-18:1)",CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-],metanetx
3270,r_3900,YIL048W,P40527,1151,s_3116,"phosphatidyl-L-serine (1-18:1, 2-18:1)",CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-])OC(=O)CCCCCCC/C=C\CCCCCCCC,metanetx
3271,r_3959,YBR192W,P38127,377,s_0528,CMP,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O,smilesDB
3272,r_3960,YBR192W,P38127,377,s_0541,CTP,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,smilesDB
3273,r_3961,YER053C,P40035,300,s_1326,phosphate,[O-]P(=O)([O-])[O-],smilesDB
3274,r_3961,YJR077C,P23641,311,s_1326,phosphate,[O-]P(=O)([O-])[O-],smilesDB
3275,r_4039,YBL015W,P32316,526,s_0365,acetate,CC(=O)[O-],smilesDB
3275,r_4039,YBL015W,P32316,526,s_1464,succinyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O)O,smilesDB
3276,r_4045,YDR400W,Q04179,340,s_0803,H2O,O,smilesDB
3276,r_4045,YDR400W,Q04179,340,s_1556,uridine,C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O,smilesDB
3279,r_4153,YAL061W,P39713,417,s_0794,H+,[H+],smilesDB
3279,r_4153,YAL061W,P39713,417,s_1203,NADH,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,smilesDB
3279,r_4153,YAL061W,P39713,417,s_3750,diacetyl,CC(=O)C(=O)C,smilesDB
3280,r_4154,YAL061W,P39713,417,s_1201,NAD,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,smilesDB
3280,r_4154,YAL061W,P39713,417,s_3751,(R)-acetoin,CC(C(=O)C)O,smilesDB
3281,r_4155,YBL080C,P33893,541,s_0437,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
3281,r_4155,YBL080C,P33893,541,s_0807,H2O,O,smilesDB
3281,r_4155,YBL080C,P33893,541,s_3755,L-glutamine,C(CC(=O)N)C(C(=O)O)N,smilesDB
3282,r_4156,YBL091C,P38174,421,s_0810,H2O,O,smilesDB
3282,r_4156,YBL091C,P38174,421,s_3757,Met-Ala,CC(C(=O)O)NC(=O)C(CCSC)N,smilesDB
3283,r_4156,YLR244C,Q01662,387,s_0810,H2O,O,smilesDB
3283,r_4156,YLR244C,Q01662,387,s_3757,Met-Ala,CC(C(=O)O)NC(=O)C(CCSC)N,smilesDB
3284,r_4157,YBR022W,P38218,177,s_0803,H2O,O,smilesDB
3284,r_4157,YBR022W,P38218,177,s_3760,ADP-D-ribose 1''-phosphate,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)OP(=O)(O)O)O)O)O)O)N,smilesDB
3285,r_4157,YMR087W,Q04299,284,s_0803,H2O,O,smilesDB
3285,r_4157,YMR087W,Q04299,284,s_3760,ADP-D-ribose 1''-phosphate,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)OP(=O)(O)O)O)O)O)O)N,smilesDB
3286,r_4158,YBR046C,P38230,334,s_0794,H+,[H+],smilesDB
3286,r_4158,YBR046C,P38230,334,s_1212,NADPH,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,smilesDB
3286,r_4158,YBR046C,P38230,334,s_3762,quinone,C1=CC(=O)C=CC1=O,smilesDB
3287,r_4159,YBR070C,P38242,237,s_3764,UDP-N-acetyl-alpha-D-glucosamine,CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O,smilesDB
3287,r_4159,YBR070C,P38242,237,s_3765,N-Acetyl-D-glucosaminyldiphosphodolichol,CC(CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)CCOP(=O)(O)OP(=O)(O)OC1C(C(C(C(O1)CO)O)O)NC(=O)C,smilesDB
3287,r_4159,YGL047W,P53178,202,s_3764,UDP-N-acetyl-alpha-D-glucosamine,CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O,smilesDB
3287,r_4159,YGL047W,P53178,202,s_3765,N-Acetyl-D-glucosaminyldiphosphodolichol,CC(CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)CCOP(=O)(O)OP(=O)(O)OC1C(C(C(C(O1)CO)O)O)NC(=O)C,smilesDB
3288,r_4160,YBR111C,Q01976,231,s_0803,H2O,O,smilesDB
3288,r_4160,YBR111C,Q01976,231,s_3761,ADP-ribose,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N,smilesDB
3289,r_4161,YBR147W,P38279,296,s_0968,L-arginine,C(CC(C(=O)O)N)CN=C(N)N,smilesDB
3290,r_4161,YDR352W,Q06328,317,s_0968,L-arginine,C(CC(C(=O)O)N)CN=C(N)N,smilesDB
3291,r_4162,YBR147W,P38279,296,s_1009,L-histidine,C1=C(NC=N1)CC(C(=O)O)N,smilesDB
3292,r_4162,YDR352W,Q06328,317,s_1009,L-histidine,C1=C(NC=N1)CC(C(=O)O)N,smilesDB
3293,r_4163,YBR147W,P38279,296,s_1028,L-lysine,C(CCN)CC(C(=O)O)N,smilesDB
3294,r_4163,YDR352W,Q06328,317,s_1028,L-lysine,C(CCN)CC(C(=O)O)N,smilesDB
3295,r_4164,YBR222C,P38137,543,s_0439,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
3295,r_4164,YBR222C,P38137,543,s_0534,coenzyme A,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,smilesDB
3295,r_4164,YBR222C,P38137,543,s_3769,Oxalate,C(=O)(C(=O)[O-])[O-],smilesDB
3296,r_4165,YBR229C,P38138,954,s_0804,H2O,O,smilesDB
3297,r_4166,YBR229C,P38138,954,s_0804,H2O,O,smilesDB
3298,r_4167,YBR235W,P38329,1120,s_3775,sodium,[Na],smilesDB
3298,r_4167,YBR235W,P38329,1120,s_3776,potassium,[K],smilesDB
3298,r_4167,YBR235W,P38329,1120,s_3777,chloride,[Cl-],smilesDB
3299,r_4168,YBR241C,P38142,488,s_0553,D-fructose,C1C(C(C(C(O1)(CO)O)O)O)O,smilesDB
3300,r_4169,YBR241C,P38142,488,s_0558,D-galactose,C(C1C(C(C(C(O1)O)O)O)O)O,smilesDB
3301,r_4170,YBR243C,P07286,448,s_0646,dolichyl phosphate,CC(CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)CCOP(=O)(O)O,smilesDB
3301,r_4170,YBR243C,P07286,448,s_3764,UDP-N-acetyl-alpha-D-glucosamine,CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O,smilesDB
3302,r_4171,YBR281C,P38149,878,s_0750,glutathione,C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N,smilesDB
3302,r_4171,YBR281C,P38149,878,s_0803,H2O,O,smilesDB
3302,r_4171,YNL191W,P53871,357,s_0750,glutathione,C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N,smilesDB
3302,r_4171,YNL191W,P53871,357,s_0803,H2O,O,smilesDB
3303,r_4172,YBR295W,P38360,1216,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
3303,r_4172,YBR295W,P38360,1216,s_0803,H2O,O,smilesDB
3303,r_4172,YBR295W,P38360,1216,s_3782,cadmium(2+),[Cd+2],smilesDB
3304,r_4173,YCL017C,P25374,497,s_3785,L-cysteine,C(C(C(=O)O)N)S,smilesDB
3305,r_4174,YCR011C,P25371,1049,s_3787,cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,smilesDB
3306,r_4175,YCR107W,P25612,363,s_1198,NAD,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,smilesDB
3306,r_4175,YCR107W,P25612,363,s_3789,3-chlorobenzyl alcohol,C1=CC(=CC(=C1)Cl)CO,smilesDB
3307,r_4175,YDL243C,Q07747,329,s_1198,NAD,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,smilesDB
3307,r_4175,YDL243C,Q07747,329,s_3789,3-chlorobenzyl alcohol,C1=CC(=CC(=C1)Cl)CO,smilesDB
3308,r_4175,YJR155W,P47182,288,s_1198,NAD,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,smilesDB
3308,r_4175,YJR155W,P47182,288,s_3789,3-chlorobenzyl alcohol,C1=CC(=CC(=C1)Cl)CO,smilesDB
3309,r_4175,YNL331C,P42884,376,s_1198,NAD,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,smilesDB
3309,r_4175,YNL331C,P42884,376,s_3789,3-chlorobenzyl alcohol,C1=CC(=CC(=C1)Cl)CO,smilesDB
3310,r_4175,YOL165C,Q08361,143,s_1198,NAD,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,smilesDB
3310,r_4175,YOL165C,Q08361,143,s_3789,3-chlorobenzyl alcohol,C1=CC(=CC(=C1)Cl)CO,smilesDB
3311,r_4175,YPL088W,Q02895,342,s_1198,NAD,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,smilesDB
3311,r_4175,YPL088W,Q02895,342,s_3789,3-chlorobenzyl alcohol,C1=CC(=CC(=C1)Cl)CO,smilesDB
3312,r_4176,YCR107W,P25612,363,s_1198,NAD,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,smilesDB
3312,r_4176,YCR107W,P25612,363,s_3791,3-hydroxybenzyl alcohol,C1=CC(=CC(=C1)O)CO,smilesDB
3313,r_4176,YDL243C,Q07747,329,s_1198,NAD,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,smilesDB
3313,r_4176,YDL243C,Q07747,329,s_3791,3-hydroxybenzyl alcohol,C1=CC(=CC(=C1)O)CO,smilesDB
3314,r_4176,YJR155W,P47182,288,s_1198,NAD,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,smilesDB
3314,r_4176,YJR155W,P47182,288,s_3791,3-hydroxybenzyl alcohol,C1=CC(=CC(=C1)O)CO,smilesDB
3315,r_4176,YNL331C,P42884,376,s_1198,NAD,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,smilesDB
3315,r_4176,YNL331C,P42884,376,s_3791,3-hydroxybenzyl alcohol,C1=CC(=CC(=C1)O)CO,smilesDB
3316,r_4176,YOL165C,Q08361,143,s_1198,NAD,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,smilesDB
3316,r_4176,YOL165C,Q08361,143,s_3791,3-hydroxybenzyl alcohol,C1=CC(=CC(=C1)O)CO,smilesDB
3317,r_4176,YPL088W,Q02895,342,s_1198,NAD,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,smilesDB
